Day,T,TM,Tm,H,PP,VV,V,VM,RA,SN,TS,FG,month,year,RA_tomor
5,14.2,16.3,12.3,64.0,0.76,10.1,28.5,42.4,1,0,0,0,1,2012,1
14,26.4,31.0,20.8,69.0,0.0,10.0,9.1,18.3,0,0,0,0,9,2019,0
17,14.2,21.0,9.5,77.0,0.0,8.9,7.6,14.8,0,0,0,0,3,2014,0
13,23.7,28.0,20.0,61.0,12.7,10.0,16.5,27.8,0,0,0,0,9,2013,0
13,11.6,15.8,9.0,79.0,0.0,9.7,8.5,20.6,1,0,0,0,1,2020,0
19,24.6,31.0,20.8,71.0,0.51,9.0,10.2,31.7,1,0,1,0,8,2018,0
24,20.3,24.7,17.0,76.0,0.51,9.0,12.8,20.6,1,0,0,0,5,2014,0
21,12.7,15.2,10.0,79.0,0.0,10.3,16.3,29.4,1,0,0,0,2,2013,1
23,19.7,26.7,16.0,73.0,0.0,9.7,10.2,20.6,1,0,0,0,5,2010,1
6,23.6,27.0,21.0,76.0,9.65,9.5,15.0,33.5,1,0,1,0,10,2013,0
31,11.8,17.0,5.6,85.0,0.0,9.7,8.9,22.2,0,0,0,0,12,2008,0
27,16.1,21.0,10.2,83.0,0.0,9.3,8.3,16.5,0,0,1,0,11,2020,1
22,28.3,34.3,25.0,60.0,0.0,11.3,20.0,31.3,0,0,0,0,8,2010,0
22,10.2,15.0,5.1,72.0,0.0,9.7,11.9,25.9,1,0,0,0,2,2009,1
30,12.1,16.0,9.0,65.0,5.08,10.0,13.0,20.6,1,0,0,0,11,2021,0
21,13.6,17.0,10.0,77.0,0.0,10.6,15.2,31.3,0,0,0,0,12,2008,0
29,21.6,26.3,17.0,60.0,0.0,11.3,16.5,27.8,0,0,0,0,5,2011,0
10,31.6,39.6,26.3,53.0,0.0,10.9,10.4,25.9,0,0,0,0,8,2009,0
23,20.2,24.5,17.0,77.0,1.52,8.2,12.2,24.1,1,0,1,0,5,2014,1
23,17.7,21.3,15.2,64.0,12.95,9.5,17.8,33.5,1,0,0,0,10,2015,0
12,7.4,11.3,4.0,73.0,0.25,9.2,23.0,35.2,1,0,0,0,2,2010,1
15,12.9,19.1,6.2,78.0,0.0,9.5,6.3,16.5,0,0,0,0,3,2016,0
15,22.6,28.0,18.0,65.0,1.02,11.3,20.0,35.2,0,0,0,0,9,2012,0
1,14.4,19.1,11.0,73.0,7.11,9.8,10.4,22.2,1,0,1,0,4,2009,1
27,18.2,23.4,13.7,75.0,0.0,10.0,7.4,14.8,1,0,0,0,10,2019,1
2,22.4,26.1,20.0,78.0,19.05,10.0,18.3,38.9,1,0,1,0,10,2009,1
7,28.8,37.1,20.4,40.0,0.0,10.0,5.9,20.6,0,0,0,0,7,2015,0
19,23.2,30.2,16.2,61.0,0.0,9.3,7.2,18.3,0,0,0,0,5,2009,0
21,21.7,26.4,17.7,52.0,0.0,10.0,12.0,22.2,0,0,0,0,9,2017,0
15,27.6,33.0,22.6,65.0,0.0,11.3,11.9,27.8,0,0,0,0,8,2011,0
26,8.3,9.2,7.0,74.0,0.51,9.0,15.2,27.8,1,0,0,0,2,2011,1
4,24.9,30.0,20.7,75.0,15.49,9.5,11.1,24.1,1,0,0,0,9,2013,0
5,17.2,23.0,12.0,59.0,0.51,10.0,15.7,29.4,0,0,0,0,4,2017,1
14,13.9,17.0,11.9,52.0,0.51,8.9,29.4,46.5,0,0,0,0,3,2019,1
14,12.6,19.0,5.5,70.0,0.0,10.0,10.7,24.1,0,0,0,0,3,2015,0
27,27.8,33.7,19.9,55.0,0.0,10.1,8.3,18.3,0,0,0,0,7,2009,0
3,16.7,19.0,14.0,80.0,4.06,9.2,6.9,18.3,1,0,0,0,5,2021,0
21,14.7,18.2,11.6,78.0,4.06,10.3,23.0,40.7,1,0,0,0,4,2009,1
18,26.8,34.0,19.7,54.0,0.51,10.0,12.2,25.9,0,0,0,0,8,2014,1
15,13.7,16.4,11.0,80.0,0.0,10.0,9.6,20.6,0,0,0,0,3,2015,1
23,15.8,21.0,10.6,73.0,0.0,9.8,10.9,22.2,0,0,0,0,3,2015,1
29,18.4,22.7,15.0,59.0,0.0,11.1,13.3,22.2,0,0,0,0,4,2009,0
10,15.7,21.3,11.7,69.0,0.51,10.1,11.1,20.6,0,0,0,0,12,2008,1
6,23.4,27.9,21.0,62.0,0.0,10.0,15.4,29.4,0,0,0,0,10,2021,1
17,18.3,22.2,16.6,74.0,0.0,10.0,12.4,20.6,0,0,0,0,11,2015,0
6,26.4,32.0,22.0,56.0,0.0,10.8,18.3,29.4,0,0,0,0,7,2011,0
29,32.3,40.0,28.0,33.0,0.0,10.0,16.3,25.9,0,0,0,0,8,2020,0
14,27.4,32.1,23.7,46.0,0.0,9.5,25.9,37.0,0,0,0,0,8,2019,0
7,17.7,22.7,14.0,74.0,0.0,9.7,7.4,13.0,0,0,0,0,11,2018,0
22,20.8,26.4,14.8,56.0,0.0,10.0,10.6,22.2,0,0,0,0,5,2017,0
31,12.9,16.9,9.6,74.0,0.51,11.1,12.6,27.8,0,0,0,0,12,2012,0
4,14.7,20.0,11.0,77.0,0.0,9.3,10.7,16.5,0,0,0,0,12,2011,0
2,28.7,35.2,22.0,64.0,0.0,9.7,10.2,24.1,0,0,0,0,8,2008,0
6,12.1,13.0,11.0,75.0,0.0,9.7,12.6,14.8,1,0,0,0,4,2015,0
28,24.2,29.6,17.9,58.0,0.0,10.0,8.1,22.2,0,0,0,0,9,2014,0
1,15.3,19.4,12.3,74.0,0.0,8.5,14.6,27.8,0,0,0,0,3,2008,0
12,27.2,33.4,24.2,66.0,0.0,11.1,12.0,24.1,0,0,1,0,9,2011,0
18,17.4,24.5,9.6,68.0,0.0,9.2,4.8,16.5,0,0,0,0,4,2013,0
30,18.4,23.2,13.3,73.0,0.0,9.8,7.4,16.5,0,0,0,0,10,2014,1
4,27.6,35.0,24.0,63.0,0.0,9.8,17.8,25.9,0,0,1,0,10,2021,1
27,13.6,17.2,10.5,67.0,12.7,9.7,38.5,51.9,1,0,1,0,3,2015,0
29,14.8,20.0,10.7,43.0,2.03,10.5,18.3,27.8,0,0,0,0,11,2008,0
15,30.3,38.3,25.0,57.0,0.0,10.0,11.5,24.1,0,0,0,0,9,2015,0
21,10.1,12.9,8.0,58.0,3.56,10.0,20.9,38.9,1,0,0,0,3,2009,1
17,14.6,20.3,8.9,83.0,0.25,7.9,5.0,13.0,0,0,0,1,12,2020,0
13,16.8,23.2,13.0,62.0,0.0,10.6,11.5,24.1,0,0,0,0,11,2008,0
11,22.0,28.0,16.5,51.0,0.0,10.0,14.1,29.4,0,0,0,0,5,2020,0
16,27.9,34.0,21.7,55.0,0.0,10.0,7.4,20.6,0,0,0,0,8,2017,0
1,17.5,28.2,11.8,59.0,0.0,9.7,14.1,38.9,1,0,1,0,4,2017,1
25,25.8,33.5,19.0,61.0,0.0,9.7,10.7,29.4,1,0,1,0,9,2013,0
20,15.6,19.2,12.0,77.0,0.25,10.0,15.4,31.7,0,0,0,0,12,2014,0
16,14.4,16.0,11.6,86.0,0.51,7.7,12.2,27.8,1,0,0,0,12,2016,0
4,17.2,23.1,14.0,57.0,0.0,10.0,19.1,31.7,0,0,0,0,5,2018,1
7,26.7,32.0,23.0,36.0,0.0,10.0,29.3,42.4,0,0,0,0,7,2020,0
9,25.7,30.6,22.8,65.0,0.0,9.8,18.1,31.7,0,0,0,0,9,2016,0
26,21.0,27.0,14.0,44.0,0.0,9.8,8.1,16.5,1,0,0,0,5,2021,0
25,9.8,16.0,5.9,86.0,0.0,6.9,5.2,16.5,0,0,0,1,12,2008,0
6,25.4,30.0,22.0,52.0,0.0,10.0,18.7,29.4,0,0,0,0,9,2019,0
7,20.4,27.7,14.6,46.0,0.0,11.3,8.7,16.5,0,0,0,0,5,2013,0
18,18.1,24.0,13.8,56.0,0.0,10.0,11.5,22.2,0,0,0,0,10,2020,0
14,17.9,22.0,15.0,72.0,0.0,8.0,13.1,29.4,1,0,0,0,4,2018,0
26,20.7,26.3,14.5,63.0,0.0,10.0,17.0,27.8,0,0,0,0,4,2017,0
5,28.1,33.0,24.0,66.0,0.0,9.7,12.4,25.9,1,0,1,0,9,2015,0
9,11.4,14.0,10.0,90.0,1.52,7.2,11.3,31.3,1,0,0,0,3,2010,1
17,23.4,29.0,16.3,45.0,0.0,10.0,11.5,24.1,0,0,0,0,5,2021,0
3,16.4,26.0,10.6,61.0,0.0,9.7,9.4,18.3,0,0,0,0,3,2008,0
24,15.6,18.2,14.0,62.0,0.0,10.0,24.1,33.5,0,0,0,0,12,2019,0
21,28.1,33.6,23.0,48.0,0.0,10.0,17.6,29.4,0,0,0,0,6,2017,0
20,22.4,27.2,18.7,50.0,0.0,10.0,23.7,40.7,0,0,0,0,5,2020,0
30,19.1,24.4,10.5,62.0,0.0,11.3,18.9,42.4,0,0,0,0,3,2010,0
24,18.6,21.0,15.4,85.0,41.4,7.6,22.0,38.9,1,0,1,0,10,2021,1
5,18.5,24.5,14.7,84.0,0.0,6.3,6.5,14.8,0,0,0,1,11,2020,0
16,21.5,25.6,17.0,67.0,0.0,10.0,6.5,16.5,0,0,0,0,10,2019,0
5,13.6,17.0,8.0,66.0,0.0,10.0,18.0,31.7,0,0,0,0,1,2015,0
3,29.7,38.0,21.0,33.0,0.0,10.0,7.0,18.3,0,0,0,0,7,2021,0
6,20.6,25.6,17.0,68.0,0.0,10.6,10.4,27.8,1,0,0,0,5,2008,0
9,28.1,33.6,23.6,55.0,0.0,9.5,8.9,20.6,0,0,0,0,7,2008,0
5,16.8,21.0,13.9,72.0,0.0,9.0,17.4,33.5,1,0,0,0,5,2009,0
16,26.7,31.1,22.9,65.0,0.0,10.0,11.9,24.1,0,0,0,0,8,2013,0
1,13.7,19.1,7.0,38.0,0.0,10.6,10.7,22.2,0,0,0,0,12,2008,0
18,15.1,18.0,11.0,69.0,0.0,10.0,8.9,14.8,0,0,0,0,3,2020,0
12,14.9,23.0,9.5,67.0,0.76,9.0,7.8,13.0,0,0,0,0,3,2020,0
26,24.1,30.5,18.9,74.0,2.03,9.7,6.5,20.6,0,0,0,0,9,2013,0
11,27.8,34.5,22.0,50.0,0.0,10.6,8.5,22.2,0,0,0,0,8,2010,0
17,24.2,28.6,20.7,55.0,0.0,10.0,26.3,40.7,0,0,0,0,6,2015,0
22,19.0,27.1,12.3,61.0,0.0,11.1,10.6,16.5,1,0,1,0,4,2012,1
15,23.9,27.6,21.0,64.0,0.0,9.3,14.3,22.2,1,0,0,0,10,2019,0
8,10.9,18.4,3.6,67.0,0.0,9.5,5.4,11.1,0,0,0,0,2,2020,0
28,13.5,16.5,10.8,70.0,10.16,10.5,25.4,48.2,1,0,0,0,3,2008,0
11,8.1,9.5,7.0,72.0,0.51,8.0,9.8,18.3,1,0,0,0,2,2012,0
19,14.1,18.0,10.0,77.0,4.06,9.3,15.6,31.7,1,0,0,0,12,2019,0
22,29.9,37.2,22.2,57.0,0.0,10.0,8.0,18.3,0,0,0,0,8,2012,0
7,21.9,27.6,16.0,81.0,0.0,8.5,5.9,18.3,0,0,0,0,10,2008,0
3,17.8,22.6,13.8,58.0,0.0,10.0,22.2,37.0,0,0,0,0,2,2020,0
22,21.9,28.0,18.0,75.0,0.0,9.2,12.2,22.2,1,0,1,0,5,2014,1
2,10.3,13.6,8.0,66.0,3.81,10.0,13.5,20.6,1,0,0,0,1,2015,0
19,30.2,36.6,25.6,54.0,0.0,10.0,13.0,22.2,0,0,0,0,7,2018,0
24,13.4,18.2,8.2,73.0,0.0,9.8,8.9,18.3,0,0,0,0,3,2011,0
24,18.3,22.0,14.0,82.0,0.0,9.2,5.4,14.8,1,0,0,0,10,2010,1
21,24.9,30.0,20.5,44.0,0.0,10.0,25.7,37.0,0,0,0,0,6,2020,0
1,18.1,20.9,15.0,85.0,0.0,7.2,13.5,22.2,1,0,1,0,5,2013,0
14,15.9,18.9,13.5,76.0,7.87,9.5,16.3,24.1,1,0,0,0,5,2019,0
4,23.0,27.2,20.0,49.0,0.0,10.0,18.9,29.4,0,0,0,0,10,2019,0
6,27.1,33.1,21.0,55.0,0.0,10.8,8.5,18.3,0,0,0,0,8,2009,0
23,18.2,21.0,17.0,75.0,3.05,8.9,23.2,35.2,1,0,0,0,10,2018,0
10,26.6,32.2,22.0,74.0,0.0,9.0,7.8,35.2,1,0,1,0,8,2015,0
16,20.3,25.1,16.0,59.0,0.0,10.0,9.4,18.3,0,0,0,0,11,2020,1
9,13.2,18.4,9.4,88.0,0.0,7.6,4.6,11.1,0,0,0,0,1,2008,0
31,28.7,34.5,20.5,44.0,0.0,10.0,8.7,20.6,0,0,0,0,8,2015,0
9,13.3,19.0,8.4,70.0,0.0,9.2,10.2,29.4,0,0,0,0,2,2014,0
7,9.4,11.5,8.0,69.0,5.84,8.7,23.2,35.2,1,0,0,0,3,2015,1
6,12.7,16.6,10.0,65.0,0.0,10.0,13.5,25.9,0,0,0,0,1,2020,0
8,16.5,23.1,12.9,58.0,0.0,9.5,15.2,24.1,1,0,0,0,11,2019,1
2,29.8,34.6,26.0,68.0,0.0,10.0,12.0,22.2,0,0,0,0,9,2021,0
8,19.7,26.3,11.8,70.0,0.0,8.2,10.0,25.9,0,0,0,0,5,2009,0
8,26.7,32.0,22.6,57.0,0.0,11.3,25.4,37.0,0,0,0,0,9,2011,0
14,9.8,12.0,8.0,63.0,6.86,9.8,25.7,37.0,1,0,0,0,2,2021,1
1,30.6,38.2,26.5,46.0,0.0,9.3,15.2,24.1,1,0,1,0,9,2017,0
11,13.2,16.2,10.7,61.0,20.57,9.0,19.4,31.7,1,0,0,0,12,2019,1
28,26.2,32.6,21.0,51.0,0.0,11.3,14.4,33.5,0,0,0,0,6,2009,0
26,12.3,16.0,9.0,69.0,0.76,9.2,23.3,38.9,1,0,1,0,12,2013,1
14,17.4,20.0,15.0,69.0,0.0,10.0,32.2,51.9,0,0,0,0,12,2019,0
14,17.9,22.3,13.0,82.0,0.0,8.0,5.7,11.1,0,0,0,0,11,2018,1
17,10.8,15.0,8.8,81.0,3.56,9.2,6.9,18.3,1,0,0,0,2,2012,0
17,11.3,13.0,8.9,84.0,0.0,8.9,7.0,16.5,1,0,0,0,1,2012,0
21,19.3,26.6,13.4,51.0,0.0,10.0,19.6,33.5,0,0,0,0,11,2015,1
22,20.8,25.0,18.0,51.0,0.25,10.0,10.2,18.3,0,0,0,0,5,2019,0
4,12.3,15.7,7.9,73.0,9.14,10.0,15.2,25.9,0,0,0,0,12,2021,1
6,10.1,16.4,5.0,79.0,0.0,9.3,4.1,11.1,0,0,0,0,12,2017,0
12,17.2,23.0,12.0,63.0,0.0,10.0,16.5,29.4,0,0,0,0,4,2017,0
28,21.2,28.3,13.0,49.0,0.0,10.9,17.6,27.8,0,0,0,0,4,2012,1
28,22.2,27.5,17.5,68.0,2.29,10.0,13.3,35.2,1,0,0,0,10,2008,1
23,28.4,35.7,21.8,58.0,0.0,9.8,8.1,18.3,0,0,0,0,8,2008,0
3,22.6,30.1,14.7,62.0,0.0,10.0,7.4,27.8,0,0,0,0,6,2016,1
16,15.1,22.3,7.5,66.0,0.0,8.2,9.3,18.3,0,0,0,0,12,2019,0
14,26.3,33.0,21.0,49.0,0.0,10.0,11.7,24.1,0,0,0,0,6,2016,0
8,16.5,21.2,12.9,68.0,0.0,10.0,6.7,14.8,0,0,0,0,11,2021,1
14,14.6,18.0,9.0,76.0,0.0,9.8,11.1,18.3,0,0,0,0,1,2011,0
20,25.5,29.5,23.0,82.0,0.0,10.8,18.3,27.8,0,0,0,0,10,2012,0
25,11.3,15.3,9.5,71.0,2.03,10.0,17.4,31.7,1,0,0,0,2,2018,1
7,11.8,18.0,7.0,77.0,0.51,9.2,5.6,11.1,0,0,0,0,1,2014,0
26,15.9,21.9,11.2,60.0,0.0,10.1,13.7,27.8,0,0,0,0,3,2008,1
14,15.1,22.0,9.6,49.0,0.0,9.5,10.0,16.5,0,0,0,0,1,2015,0
13,12.0,19.5,7.0,69.0,0.0,9.8,7.6,13.0,0,0,0,0,1,2015,0
12,20.5,28.0,14.0,66.0,0.0,9.5,7.6,22.2,0,0,0,0,5,2015,0
17,24.6,30.0,21.0,63.0,0.0,10.0,21.3,37.0,0,0,0,0,10,2013,0
9,28.3,32.3,25.0,68.0,0.0,9.8,14.1,25.9,0,0,0,0,9,2013,0
29,22.0,26.3,14.0,40.0,0.25,9.2,28.2,55.4,0,0,0,0,10,2018,0
6,22.9,28.3,7.3,66.0,0.0,10.0,10.0,22.2,0,0,0,0,6,2015,0
24,13.5,16.6,10.0,77.0,0.51,10.0,12.4,25.9,0,0,0,0,1,2016,0
23,16.8,21.3,11.5,76.0,0.0,8.5,13.9,25.9,0,0,0,0,11,2009,0
18,20.4,24.3,17.0,51.0,0.0,10.0,14.4,24.1,0,0,0,0,5,2021,0
4,21.4,28.0,16.0,48.0,0.0,11.1,13.5,31.3,0,0,0,0,6,2013,0
21,26.7,32.4,19.4,44.0,0.0,10.0,10.4,24.1,0,0,0,0,7,2020,0
18,19.7,25.4,11.9,51.0,0.0,11.3,18.7,31.3,0,0,0,0,5,2012,1
11,25.4,30.0,21.5,69.0,0.0,9.8,11.3,24.1,0,0,0,0,9,2016,0
7,28.7,33.5,24.0,50.0,0.0,10.0,19.1,27.8,0,0,0,0,8,2014,0
7,15.2,20.3,9.5,69.0,0.0,9.7,13.3,27.8,0,0,0,0,3,2021,0
23,17.1,23.2,13.0,60.0,0.76,8.4,11.7,31.7,1,0,0,0,3,2014,1
25,25.3,29.9,22.7,69.0,7.37,9.2,8.9,18.3,1,0,1,0,9,2014,0
10,13.4,20.2,5.8,73.0,6.1,10.3,9.6,24.1,0,0,0,0,3,2008,1
18,28.3,34.2,24.0,71.0,0.0,10.9,9.4,20.6,0,0,0,0,8,2009,0
24,12.4,17.7,9.0,80.0,0.0,10.0,5.6,13.0,0,0,0,0,1,2018,0
2,13.2,17.1,9.6,61.0,0.0,9.2,10.4,31.7,1,0,0,0,2,2019,1
23,13.9,17.9,11.5,69.0,0.0,10.3,14.1,24.1,1,0,0,0,1,2012,1
10,13.2,18.0,8.6,71.0,0.0,11.3,8.9,18.3,0,0,0,0,3,2011,0
26,12.1,15.4,10.0,70.0,8.38,9.5,24.8,38.9,1,0,1,0,11,2015,1
24,26.3,32.5,19.0,58.0,0.0,10.0,7.2,22.2,0,0,0,0,6,2017,0
17,31.7,42.5,23.0,34.0,0.0,10.9,19.4,44.3,0,0,0,0,6,2008,0
28,10.8,15.2,-2.8,84.0,0.0,6.4,5.0,9.4,1,0,0,0,12,2008,0
22,23.8,27.3,21.3,73.0,0.0,10.0,16.3,29.4,0,0,0,0,10,2019,0
14,25.5,28.4,23.0,42.0,0.0,10.0,20.6,31.7,0,0,0,0,7,2021,0
8,25.9,33.1,20.2,63.0,0.0,10.0,7.0,24.1,0,0,0,0,7,2018,0
17,12.8,15.0,10.0,88.0,6.35,7.9,10.2,18.3,1,0,0,0,4,2021,0
25,10.4,14.0,7.0,58.0,0.0,11.3,20.9,38.9,0,0,0,0,2,2011,1
8,26.6,33.0,22.7,65.0,0.0,10.0,10.2,18.3,0,0,0,0,10,2010,0
20,22.4,26.4,19.0,44.0,0.0,10.0,20.7,35.2,0,0,0,0,9,2017,0
12,29.8,36.1,21.4,46.0,0.0,10.1,14.4,25.9,0,0,0,0,7,2010,0
25,23.5,29.8,19.7,45.0,0.0,10.0,16.1,25.9,1,0,0,0,4,2018,1
19,10.8,12.6,9.0,83.0,6.6,9.5,16.5,27.8,1,0,0,0,12,2008,1
18,12.3,16.0,8.0,85.0,6.6,9.7,10.9,20.6,1,0,0,0,1,2008,0
20,27.5,32.3,23.9,65.0,0.0,10.9,14.8,22.2,0,0,0,0,7,2010,0
22,24.3,30.1,19.0,52.0,0.0,10.0,12.4,24.1,0,0,0,0,9,2015,0
26,14.7,18.4,12.0,80.0,1.27,9.0,10.2,22.2,1,0,0,0,11,2010,1
7,13.2,15.2,9.6,68.0,6.86,10.0,24.8,38.9,0,0,0,0,2,2017,1
19,11.0,19.0,6.0,86.0,0.0,6.6,6.7,16.5,0,0,0,0,2,2021,0
13,6.2,11.6,0.8,69.0,0.0,9.7,11.3,20.6,0,0,0,0,2,2012,1
1,20.3,26.7,14.1,65.0,0.25,8.7,7.4,18.3,0,0,0,0,6,2015,0
8,15.7,21.0,11.5,63.0,0.0,9.3,10.6,22.2,0,0,0,0,1,2018,0
21,28.7,35.7,23.4,67.0,2.03,10.6,16.5,40.7,1,0,1,0,7,2013,0
4,13.3,16.5,10.5,67.0,21.59,9.3,25.9,46.5,1,0,1,0,3,2020,0
18,9.6,14.0,6.2,64.0,0.0,10.5,11.1,18.3,0,0,0,0,2,2008,0
18,13.4,16.0,11.0,80.0,3.05,8.7,12.0,22.2,1,0,0,0,12,2009,1
23,9.6,11.5,8.1,77.0,8.64,7.6,24.1,38.9,1,0,1,0,3,2018,1
14,27.6,34.9,21.4,46.0,0.0,10.0,16.7,35.2,0,0,0,0,6,2014,0
17,27.1,34.0,20.9,60.0,0.0,9.8,7.6,20.6,0,0,0,0,9,2011,0
1,20.4,24.0,17.0,68.0,5.84,10.0,17.4,27.8,1,0,0,0,6,2011,0
28,11.2,19.0,4.3,54.0,3.3,10.0,12.6,31.7,0,0,0,0,12,2020,0
18,12.2,15.1,10.0,68.0,2.29,9.2,15.7,33.5,1,0,0,0,1,2021,0
14,25.5,33.0,18.8,46.0,0.0,11.1,14.1,25.9,0,0,0,0,6,2012,0
17,28.3,35.0,24.0,69.0,0.0,9.2,10.4,20.6,1,0,1,0,9,2014,0
5,20.8,26.0,12.9,64.0,0.0,10.5,11.9,22.2,0,0,0,0,6,2013,0
13,22.7,28.0,20.0,58.0,0.0,10.9,15.7,24.1,0,0,0,0,6,2012,0
13,16.7,24.8,11.0,51.0,0.0,10.0,6.7,14.8,0,0,0,0,11,2021,1
2,18.5,24.1,14.0,58.0,0.0,10.1,17.2,31.3,0,0,0,0,4,2012,0
16,11.5,16.3,7.7,63.0,0.0,10.0,9.1,18.3,0,0,0,0,2,2019,0
16,12.9,16.0,11.0,80.0,6.35,8.9,18.3,29.4,1,0,0,0,1,2010,1
23,9.2,14.4,3.0,68.0,0.0,10.0,5.4,11.1,1,0,0,0,1,2017,1
2,17.7,23.7,12.1,69.0,0.0,10.0,6.1,13.0,0,0,0,0,11,2014,0
15,19.5,25.0,15.6,46.0,0.0,10.0,16.1,22.2,0,0,0,0,5,2021,0
25,17.9,20.5,16.7,78.0,0.0,8.0,11.9,20.6,1,0,0,0,4,2011,1
3,23.6,25.1,21.0,60.0,0.0,10.0,17.8,27.8,0,0,0,0,10,2020,0
14,27.4,33.0,23.5,69.0,0.0,9.7,13.0,25.9,0,0,0,0,7,2013,0
1,25.6,31.0,18.8,60.0,0.0,10.1,9.6,20.6,0,0,0,0,8,2010,0
24,14.2,22.4,8.8,55.0,0.0,10.1,15.0,25.9,0,0,0,0,3,2009,0
8,28.7,37.0,21.3,39.0,0.0,11.1,18.7,37.0,0,0,0,0,6,2012,0
16,26.9,32.1,21.5,65.0,0.0,11.3,12.4,31.3,0,0,0,0,7,2013,0
24,19.8,26.0,14.0,52.0,0.0,9.8,14.8,25.9,0,0,0,0,4,2014,1
13,31.7,40.0,24.6,58.0,0.0,10.0,7.4,16.5,0,0,0,0,8,2021,0
24,25.0,29.4,20.0,78.0,0.0,9.2,10.7,20.6,0,0,0,0,10,2016,0
22,12.6,18.0,6.0,82.0,0.0,9.2,19.3,38.9,0,0,0,0,1,2008,1
29,22.8,28.0,16.0,57.0,0.76,10.0,21.9,38.9,1,0,0,0,3,2009,1
9,19.9,27.3,15.4,52.0,0.0,10.0,14.1,24.1,0,0,0,0,5,2017,0
11,13.4,17.0,11.0,63.0,0.25,10.0,8.5,22.2,1,0,0,0,11,2019,1
17,20.6,25.7,17.0,71.0,0.0,9.8,15.2,37.0,0,0,0,0,5,2009,0
3,26.2,33.2,19.8,52.0,0.0,9.8,6.7,18.3,0,0,0,0,7,2011,1
11,23.1,27.2,19.0,72.0,0.51,9.8,8.7,20.6,0,0,0,0,10,2010,0
9,28.1,34.0,24.0,49.0,0.0,10.0,20.0,33.5,0,0,0,0,8,2020,0
2,15.7,22.0,10.4,73.0,0.0,9.5,11.3,33.5,1,0,0,0,4,2009,1
28,11.0,13.5,7.0,66.0,0.0,8.9,11.5,33.5,0,0,0,0,1,2017,1
22,12.7,16.0,7.9,94.0,3.3,6.9,4.8,14.8,1,0,0,0,12,2016,0
8,16.2,20.0,12.5,78.0,0.0,9.2,7.8,16.5,0,0,0,0,4,2017,1
30,22.2,26.8,17.0,46.0,0.0,9.5,16.7,31.3,0,0,0,0,11,2010,1
29,17.8,23.8,13.0,57.0,0.0,10.1,12.0,25.9,0,0,0,0,11,2009,1
31,11.6,17.6,6.0,62.0,1.52,9.8,10.7,16.5,0,0,0,0,1,2019,0
26,21.2,25.5,17.0,66.0,0.0,10.0,13.1,24.1,0,0,0,0,5,2020,0
7,28.7,36.2,23.0,64.0,0.0,9.5,9.1,24.1,0,0,0,0,7,2009,0
4,21.9,30.0,14.0,58.0,0.0,10.0,8.0,18.3,0,0,0,0,5,2017,0
7,25.0,28.0,23.0,79.0,1.52,8.5,5.6,18.3,1,0,1,0,8,2018,1
6,14.6,19.2,10.0,72.0,0.0,10.3,12.8,25.9,0,0,0,0,4,2010,0
9,16.0,18.5,14.6,67.0,0.0,9.8,20.2,35.2,0,0,0,0,12,2018,0
26,13.3,19.0,7.8,64.0,0.0,11.1,16.7,31.3,0,0,0,0,3,2009,0
31,14.6,20.0,7.9,65.0,0.0,10.0,11.3,20.6,0,0,0,0,3,2019,0
2,11.6,17.8,8.6,74.0,5.84,9.0,19.1,38.9,1,0,0,0,3,2014,1
22,12.7,17.4,10.0,84.0,0.0,9.0,8.0,16.5,0,0,0,0,12,2008,0
21,29.0,34.1,25.4,53.0,0.0,10.0,13.7,20.6,0,0,0,0,7,2019,0
14,28.8,34.0,24.0,72.0,0.51,10.0,8.0,20.6,0,0,0,0,8,2009,1
22,24.7,30.4,19.6,68.0,0.0,10.6,14.8,27.8,0,0,0,0,6,2013,0
5,17.8,23.0,14.0,55.0,1.78,11.3,15.6,29.4,0,0,0,0,5,2010,0
18,26.1,32.1,22.0,64.0,0.0,10.0,6.9,16.5,0,0,0,0,8,2016,0
21,28.9,35.9,22.8,64.0,0.0,9.8,7.4,18.3,0,0,0,0,8,2012,0
31,26.8,32.0,21.3,62.0,0.0,9.5,5.9,16.5,0,0,0,0,8,2018,0
19,12.3,17.2,8.8,73.0,0.0,9.5,8.5,14.8,0,0,0,0,12,2013,0
18,18.7,23.4,13.9,73.0,0.0,9.8,7.8,18.3,0,0,0,0,10,2021,0
5,30.4,38.0,24.0,44.0,0.0,10.0,16.5,31.7,0,0,0,0,7,2018,0
9,29.9,37.4,23.0,65.0,0.0,8.9,8.5,18.3,0,0,0,1,9,2008,0
12,23.3,29.0,18.8,50.0,0.0,11.3,17.8,31.3,0,0,0,0,6,2011,0
7,27.1,35.6,21.0,51.0,0.0,10.0,8.7,20.6,0,0,0,0,6,2014,0
26,10.4,17.5,4.0,80.0,0.0,9.3,3.7,9.4,0,0,0,0,1,2016,0
26,25.3,31.0,21.0,59.0,0.0,9.8,18.0,31.7,0,0,0,0,6,2015,0
23,27.7,33.8,23.6,62.0,0.0,11.1,8.3,16.5,0,0,0,0,8,2010,0
14,21.1,25.3,17.6,77.0,44.2,10.0,12.4,27.8,1,0,1,0,10,2010,0
23,15.7,21.0,12.0,72.0,0.0,10.0,10.2,16.5,0,0,0,0,11,2021,0
10,16.8,22.0,13.5,55.0,0.0,10.0,22.4,31.7,0,0,0,0,4,2021,0
